,order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
207177,31716192,274499,79766,44450,80478,1,1,1,21506,tutor,algebra,6472,12437,20,MasterySection,6472,75.0,Square Root,43007,2770,0,0,21506,41938,,4,0,,22,22.0
501136,26654090,267254,84143,46950,85288,0,1,1,36946,tutor,algebra,7158,12661,11,MasterySection,6854,,,55425,5056,0,4,36946,29915,,16,0,,5,
137453,38214399,291492,96253,33771,53002,1,1,1,14636,tutor,algebra,5954,14415,20,MasterySection,5954,49.0,Ordering Positive Decimals,69274,2770,0,0,14636,29952,,7.1,0,,3,3.0
119653,33185071,278366,83937,47375,85893,1,0,1,2092,tutor,algebra,6891,13286,9,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,59882,5260,3,3,12837,29868,,,1,1.0,14,14.0
64839,31510187,272003,78917,74320,138099,1,0,2,9081,tutor,algebra,9885,12885,36,MasterySection,9885,17.0,Probability of Two Distinct Events,42999,2770,0,2,48817,74313,,4-Jan,0,,3,3.0
43309,38222222,290750,96211,31328,46860,1,1,1,6648,tutor,algebra,5913,14414,242,MasterySection,5897,11.0,Venn Diagram,69274,2770,0,0,6648,30328,,5,0,,6,6.0
124929,36368835,285721,92246,47288,85806,1,1,1,7836,tutor,algebra,6876,14020,4,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,7836,29869,,49/100,0,,286,286.0
122479,34723165,277751,88591,46600,84888,1,0,12,9009,tutor,algebra,6849,13256,2,MasterySection,6849,47.0,Conversion of Fraction Decimals Percents,60450,5448,2,2,106689,29871,,,1,1.0,15,15.0
9303,38294767,290778,96227,31398,47068,1,1,1,17766,tutor,algebra,5898,14414,215,MasterySection,5898,2.0,Circle Graph,69274,2770,0,4,17766,30037,,59,0,,3,3.0
494598,30047686,262921,80229,39143,65732,0,1,1,8075,tutor,choose_1,6837,12438,5,MasterySection,6038,,,23907,76,0,3,8075,30766,103371.0,,0,,10,
162823,33011904,277549,83169,44448,80466,1,0,1,3296,tutor,algebra,6472,13241,57,MasterySection,6472,63.0,Estimation,22763,73,0,0,3343,41938,,4,0,,7,7.0
165689,24582877,266604,83631,47549,86150,1,1,1,2683,tutor,algebra,8463,12634,9,MasterySection,6896,65.0,Least Common Multiple,54767,5117,0,5,2683,29957,,12,0,,6,6.0
312609,29189740,270914,85725,34370,53795,1,0,2,16172,tutor,algebra,5960,12872,3,MasterySection,5960,280.0,Addition and Subtraction Fractions,45671,5049,1,3,59062,30648,,-0.315789474,0,0.0,11,11.0
374832,34458515,279728,78504,50885,89799,1,1,1,84387,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,84387,31688,,15,0,,2,2.0
442116,34331297,280055,78582,52332,91666,1,0,3,12,tutor,algebra,7220,12375,15,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,3,3,163638,47492,,39,0,1.0,16,16.0
88438,22461343,264033,81773,44696,81186,1,0,1,19281,tutor,algebra,6467,12515,16,MasterySection,6467,27.0,Pythagorean Theorem,45671,5049,0,0,19390,42088,,2,0,,11,11.0
199588,29075774,271358,85862,46548,84770,1,0,0,13213,tutor,algebra,6854,12924,6,MasterySection,6854,74.0,Subtraction Whole Numbers,57560,5260,0,0,13213,29915,,,2,,6,6.0
445149,23938202,265357,79059,32272,49685,1,1,1,174892,tutor,algebra,5927,12352,90,MasterySection,5927,323.0,Write Linear Equation from Situation,42999,2770,0,4,174892,30415,,14w+18,0,,3,3.0
455976,25103429,266686,79023,35441,55217,1,0,5,88072,tutor,algebra,5973,12351,85,MasterySection,5973,368.0,Solving for a variable,42999,2770,3,4,144537,30849,,-0.25,0,0.0,2,2.0
91500,32513419,277505,70701,48953,87633,1,0,5,107610,tutor,algebra,6924,13241,13,MasterySection,6924,34.0,Unit Conversion Within a System,22763,73,3,5,154578,32876,,16,0,0.0,1,1.0
474876,32518232,271223,78922,36959,58181,0,1,1,5049,tutor,choose_1,5918,12352,240,MasterySection,5918,,,42999,2770,0,2,5049,30050,87406.0,,0,,158,
354035,33707115,279732,78571,52071,91395,1,1,1,33406,tutor,algebra,7212,12262,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,33406,30010,,25,0,,287,287.0
410467,34743538,265366,79018,57401,107834,0,1,1,6478,tutor,choose_1,5970,12351,63,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,42999,2770,0,0,6478,55901,198335.0,,0,,128,
519225,38289006,291356,96248,41750,73648,0,0,1,3900,tutor,fill_in_1,6094,14415,156,MasterySection,6094,,,69274,2770,2,2,8596,30424,,,1,1.0,29,
32104,34893743,280037,78544,53255,93215,1,1,1,28812,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,28812,52497,,15,0,,3,3.0
114514,31155042,271059,79218,47427,85957,1,1,1,9437,tutor,algebra,9583,12438,16,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,23907,76,0,3,9437,29868,,0.6,0,,70,70.0
458432,38179569,290915,96213,35853,56049,1,0,2,70528,tutor,algebra,5976,14414,77,MasterySection,5976,375.0,Solving Inequalities,69274,2770,0,4,76217,31681,,2,0,,9,9.0
467421,21075137,262440,78266,34566,54016,0,0,1,5640,tutor,algebra,7322,12315,4,MasterySection,7322,,,45778,5056,3,3,13172,30677,,,1,1.0,6,
100369,38218661,290889,96292,50649,89563,1,1,1,17245,tutor,algebra,7034,14414,104,MasterySection,6181,40.0,Circumference ,69274,2770,0,3,17245,29986,,21.98,0,,3,3.0
461081,22863799,265387,71066,31344,46909,0,0,2,19594,tutor,algebra,7888,12340,21,MasterySection,5897,,,11804,76,1,3,38173,30304,,17,0,0.0,11,
204185,33742124,277535,71826,44511,80786,1,1,1,6000,tutor,fill_in_1,6473,13241,43,MasterySection,6473,75.0,Square Root,22763,73,0,0,6000,42206,,5,0,,7,7.0
434918,36390591,285722,92247,75193,140074,1,1,1,4545,tutor,choose_1,9245,14020,5,MasterySection,9245,314.0,"Angles - Obtuse, Acute, and Right",58932,4780,0,2,4545,63251,257428.0,,0,,5,5.0
192939,30820451,272750,87241,40722,71363,1,1,1,41025,tutor,fill_in_1,6057,12899,2,MasterySection,6057,70.0,Percent Of,57468,5307,0,5,41025,30907,,108,0,,2,2.0
340963,33704025,279732,78557,52076,91400,1,0,2,61045,tutor,algebra,7212,12262,6,MasterySection,6272,297.0,Area Trapezoid,46174,5056,3,3,66776,30012,,140,0,1.0,9,9.0
136412,26896509,269289,85037,47233,85751,1,1,1,3855,tutor,algebra,6875,12672,10,MasterySection,6875,49.0,Ordering Positive Decimals,55469,5260,0,4,3855,46045,,0.1,0,,2,2.0
345044,34289523,279730,79605,52072,91396,1,1,1,109410,tutor,algebra,7212,12375,6,MasterySection,6272,297.0,Area Trapezoid,46174,5056,0,3,109410,30012,,60,0,,168,168.0
427187,35114686,280847,78531,93308,173921,1,1,1,54959,tutor,algebra,11083,12262,18,MasterySection,11083,312.0,Equation Solving More Than Two Steps,46174,5056,0,2,54959,93291,,8,0,,7,7.0
224849,30143917,272507,84347,48352,86965,1,0,1,1186,tutor,algebra,6915,12699,48,MasterySection,6915,79.0,Proportion,55938,5255,3,3,6218,30908,,,1,1.0,3,3.0
118242,28050231,266707,82089,47473,86063,1,1,1,15031,tutor,algebra,7839,12542,31,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,52667,2770,0,3,15031,29868,,0.2,0,,5,5.0
112494,28984464,271059,78954,47428,85958,1,1,1,13750,tutor,algebra,9583,12438,16,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,23907,76,0,3,13750,29868,,0.1,0,,32,32.0
314356,31389623,273184,87088,47721,86322,1,0,1,4927,tutor,algebra,10471,12801,3,MasterySection,6910,280.0,Addition and Subtraction Fractions,57045,5307,4,4,19895,46265,,,1,1.0,10,10.0
345252,38263846,290894,96216,42887,76289,1,1,1,39279,tutor,algebra,6272,14414,96,MasterySection,6272,297.0,Area Trapezoid,69274,2770,0,0,39279,31690,,35,0,,18,4.0
237730,28111754,270537,70744,47012,85462,1,1,1,5622,tutor,algebra,6854,11816,111,MasterySection,6854,85.0,Absolute Value,22763,73,0,0,5622,30525,,4,0,,1,1.0
39846,33003446,271226,78906,36767,57482,1,1,1,6048,tutor,algebra,5870,12352,243,MasterySection,5870,11.0,Venn Diagram,42999,2770,0,0,6048,30041,,6,0,,4,4.0
486302,32053267,274349,79073,73553,136066,1,1,1,32058,tutor,fill_in_1,9913,12885,55,MasterySection,9913,,,42999,2770,0,2,32058,73256,,2/(3(b^4)(c^7)),0,,131,79.0
134218,22501634,264294,79494,39233,66061,1,0,1,21652,tutor,choose_1,7765,12432,8,MasterySection,6039,49.0,Ordering Positive Decimals,49070,5177,0,0,21736,30522,104189.0,,0,,1,1.0
56414,31133015,271989,78987,53561,93532,1,1,1,8609,tutor,algebra,9876,12888,29,MasterySection,9876,15.0,Range,42999,2770,0,3,8609,52574,,30,0,,29,29.0
343767,24230955,266402,78921,42888,76301,0,1,1,26328,tutor,choose_1,6272,12352,100,MasterySection,6272,297.0,Area Trapezoid,42999,2770,0,0,26328,31690,128420.0,,0,,3,
174361,34292187,280036,78512,47139,85655,1,0,2,104241,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,134709,46397,,33.16,0,,92,92.0
320166,38270247,290893,96217,43125,77444,1,1,1,22907,tutor,algebra,6274,14414,97,MasterySection,6272,294.0,Area Irregular Figure,69274,2770,0,0,22907,31691,,10,0,,2,2.0
32013,35112170,280037,78543,53268,93228,1,1,1,63259,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,63259,52497,,19,0,,4,4.0
193058,30841019,272750,87297,40727,71368,1,0,1,173015,tutor,fill_in_1,6057,12899,2,MasterySection,6057,70.0,Percent Of,57468,5307,4,5,177809,30907,,15,0,0.0,1,1.0
344264,26456184,268013,79013,42904,76431,0,1,1,26581,tutor,algebra,6272,12351,100,MasterySection,6272,297.0,Area Trapezoid,42999,2770,0,2,26581,31690,,35,0,,31,
146431,38287753,290858,96295,56378,100720,1,1,1,11299,tutor,choose_1,7629,14414,137,MasterySection,5951,50.0,Ordering Fractions,69274,2770,0,0,11299,55828,183486.0,,0,,12,12.0
422588,38194097,291448,96237,57404,107853,0,0,2,37609,tutor,choose_1,5970,14415,63,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,1,40317,55901,198370.0,,0,,44,
108897,22986718,265454,78266,55460,97354,1,1,1,70073,tutor,algebra,7355,12315,17,MasterySection,7355,47.0,Conversion of Fraction Decimals Percents,45778,5056,0,4,70073,55459,,33%,0,,1,1.0
254366,35210190,281111,91187,51460,90746,1,1,1,97095,tutor,algebra,7023,13601,11,MasterySection,7023,92.0,Pattern Finding ,60450,5448,0,3,97095,47965,,150000,0,,1,1.0
19624,20428440,220671,70657,36532,56946,1,0,1,62952,tutor,algebra,5923,11816,19,MasterySection,5923,10.0,Table,22763,73,0,0,63031,30370,,8,0,,1,1.0
361791,33649164,279733,78523,50875,89789,1,0,2,130520,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,3,3,145445,31687,,27.02,0,1.0,80,80.0
107007,28394006,270544,70730,46635,84923,1,1,1,10349,tutor,algebra,6849,11816,118,MasterySection,6849,47.0,Conversion of Fraction Decimals Percents,22763,73,0,5,10349,29866,,0.6,0,,2,2.0
174475,34292864,280036,78512,47519,86120,1,1,1,60349,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,60349,46399,,52,0,,206,206.0
350071,33666252,279732,78540,52059,91383,1,1,1,54280,tutor,algebra,7212,12262,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,54280,30010,,75,0,,17,17.0
413942,21677665,263617,81186,55587,97631,1,1,1,86054,tutor,algebra,5968,12497,2,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,19080,2770,0,3,86054,55506,,0,0,,1,1.0
126259,36369143,285721,92251,47356,85874,1,0,2,4284,tutor,algebra,6876,14020,4,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,7770,29870,,75,0,,59,59.0
264297,26322429,268051,80617,49851,88550,1,1,1,63617,tutor,algebra,8906,12574,24,MasterySection,6953,276.0,Multiplication and Division Positive Decimals,11804,76,0,6,63617,29942,,0.07,0,,2,2.0
127169,38257489,291466,96249,47484,86074,1,1,1,32191,tutor,algebra,6891,14415,37,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,69274,2770,0,3,32191,29868,,0.3,0,,2,2.0
292519,32773891,278361,89054,34564,54007,1,0,1,43983,tutor,algebra,5962,13286,4,MasterySection,5962,278.0,Addition and Subtraction Positive Decimals,59882,5260,0,0,43991,30677,,18.3,0,,1,1.0
507978,32105349,276939,88131,34573,54044,0,0,1,10330,tutor,algebra,9862,13214,2,MasterySection,5962,,,60029,5448,3,3,23350,30677,,,1,1.0,1,
21735,30791427,270303,78978,31667,48142,1,1,1,15482,tutor,algebra,5919,12351,156,MasterySection,5919,10.0,Table,42999,2770,0,0,15482,30551,,16-Aug,0,,36,36.0
46858,30603716,272791,87134,51739,91063,1,0,3,38645,tutor,algebra,10203,12765,8,MasterySection,7035,12.0,Mean,56898,5260,0,3,58726,50151,,54,0,,2,2.0
488284,22461440,264294,79496,39244,66128,0,1,1,17066,tutor,algebra,7765,12432,8,MasterySection,6039,,,49070,5177,0,4,17066,30522,,0.2,0,,1,
134433,22509086,264294,79831,39241,66109,1,0,0,117641,tutor,choose_1,7765,12432,8,MasterySection,6039,49.0,Ordering Positive Decimals,49070,5177,0,0,117641,30522,,,2,,2,2.0
294527,36385980,285856,77118,34712,54355,1,0,0,7332,tutor,algebra,5965,14033,4,MasterySection,5965,279.0,Multiplication and Division Integers,48183,139,0,0,7332,30017,,,2,,41,41.0
403517,24667593,266952,78161,55602,97694,0,0,1,18758,tutor,algebra,7630,12315,22,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,45778,5056,2,2,23247,55508,,,1,1.0,8,
218446,38283116,290620,96224,46452,84660,1,1,1,12672,tutor,algebra,9868,14412,18,MasterySection,9868,77.0,Finding Percents,69274,2770,0,3,12672,46377,,15,0,,2,2.0
165007,23368862,265925,79698,47552,86153,1,1,1,5102,tutor,algebra,8138,12237,30,MasterySection,6896,65.0,Least Common Multiple,48181,139,0,5,5102,29957,,10,0,,1,1.0
337007,36398059,285725,92250,92972,173301,1,1,1,20625,tutor,algebra,10857,14020,8,MasterySection,10857,296.0,Area Rectangle,58932,4780,0,0,20625,60097,,192,0,,178,126.0
266244,29870614,270561,73685,51004,89918,1,1,1,24860,tutor,algebra,7014,11816,135,MasterySection,7014,277.0,Addition and Subtraction Integers,22763,73,0,4,24860,29950,,-11,0,,8,8.0
438590,34450842,280057,78514,52319,91653,1,1,0,1,tutor,algebra,7220,12262,16,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,2,1,31688,,100,0,,4,4.0
516184,38149242,290605,96222,63139,120363,1,1,1,15092,tutor,algebra,9883,14412,33,MasterySection,9883,,,69274,2770,0,2,15092,63124,,16/52,0,,9,1.0
233824,31162222,270165,84572,47128,85627,1,0,2,77982,tutor,algebra,7177,12661,21,MasterySection,6863,82.0,Scientific Notation,55425,5056,4,4,140068,30809,,10,0,1.0,8,8.0
106746,29218660,270546,70684,47435,85965,1,1,1,11711,tutor,algebra,6891,11816,120,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,22763,73,0,3,11711,29868,,0.2,0,,6,6.0
379982,33667777,279733,78536,50929,89843,1,1,1,50415,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,50415,47492,,6,0,,309,309.0
428845,22908364,265365,78990,57442,108037,1,1,1,53563,tutor,algebra,5969,12351,62,MasterySection,5969,312.0,Equation Solving More Than Two Steps,42999,2770,0,0,53563,55836,,Jul-81,0,,16,7.0
340956,33704025,279732,78557,52076,91400,1,0,2,61045,tutor,algebra,7212,12262,6,MasterySection,6272,297.0,Area Trapezoid,46174,5056,3,3,66776,30012,,140,0,1.0,2,2.0
127108,38181245,291500,96241,38059,61107,1,0,5,7133,tutor,algebra,6018,14415,38,MasterySection,6018,47.0,Conversion of Fraction Decimals Percents,69274,2770,5,5,18757,29866,,,1,1.0,9,9.0
181989,35119908,281003,78557,47157,85673,1,1,1,61250,tutor,algebra,7201,12262,25,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,61250,46399,,53.56,0,,368,368.0
180770,34298982,280036,78551,46762,85090,1,0,2,104360,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,4,4,159840,46397,,6.06,0,1.0,54,54.0
220562,22950946,265454,78176,86,86,1,0,1,82199,tutor,fill_in_1,7355,12315,17,MasterySection,7355,79.0,Proportion,45778,5056,0,1,82217,86,,25,0,,1,1.0
75791,29379564,271639,86247,41698,73457,1,1,1,8259,tutor,algebra,10006,12942,1,MasterySection,6093,18.0,Probability of a Single Event,49076,5177,0,0,8259,30246,,6-May,0,,9,9.0
163640,33391092,277519,70708,47567,86168,1,1,1,2118,tutor,algebra,7196,13241,27,MasterySection,6896,65.0,Least Common Multiple,22763,73,0,5,2118,29957,,9,0,,17,17.0
9573,38215598,291364,96253,36829,57668,1,1,1,66731,tutor,algebra,5898,14415,149,MasterySection,5898,2.0,Circle Graph,69274,2770,0,0,66731,30397,,500,0,,17,17.0
470856,24813337,267062,78725,56282,99676,0,0,2,11979,tutor,algebra,7629,12317,2,MasterySection,5951,,,47664,5056,3,3,20642,55827,,-0.1,0,1.0,17,
8239,22135293,263981,80651,53409,93380,1,1,1,158361,tutor,algebra,7708,12340,14,MasterySection,7118,2.0,Circle Graph,11804,76,0,2,158361,52570,,104.4,0,,7,7.0
404999,28633646,270109,78344,55572,97571,1,0,1,9472,tutor,algebra,9383,12408,8,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,49076,5177,3,3,43553,55521,,,1,1.0,47,17.0
175745,34290432,280036,78518,47166,85682,1,1,1,93386,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,93386,46399,,60.32,0,,22,22.0
165162,33534675,279161,79748,47563,86164,1,1,1,4312,tutor,algebra,7196,12437,67,MasterySection,6896,65.0,Least Common Multiple,43007,2770,0,5,4312,29957,,30,0,,6,6.0
225095,27878868,268672,84373,37143,58700,1,0,2,15395,tutor,choose_1,5979,12698,5,MasterySection,5979,79.0,Proportion,55938,5255,0,5,18675,34874,88474.0,,0,,11,11.0
293542,29481134,270552,70708,34764,54459,1,1,1,4136,tutor,algebra,5966,11816,126,MasterySection,5966,279.0,Multiplication and Division Integers,22763,73,0,4,4136,30726,,2,0,,10,10.0
511114,32246363,276526,88421,62602,119339,0,0,8,34176,tutor,algebra,10665,13183,7,MasterySection,10665,,,60021,5451,3,3,145861,30246,,2-Jan,0,1.0,1,
444869,25899698,266697,78978,32327,49740,1,1,1,13024,tutor,algebra,5927,12351,93,MasterySection,5927,323.0,Write Linear Equation from Situation,42999,2770,0,4,13024,30416,,16w+16,0,,8,8.0
230247,31218246,272584,79220,48624,87246,1,1,1,5562,tutor,algebra,6919,12438,26,MasterySection,5902,81.0,Unit Rate,23907,76,0,2,5562,46347,,1.11,0,,5,5.0
113899,21987302,262793,79018,47415,85945,1,1,1,11241,tutor,algebra,6891,12351,37,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,42999,2770,0,3,11241,29868,,0.2,0,,9,9.0
518612,38274918,291335,96243,44701,81202,0,1,1,2933,tutor,choose_1,6467,14415,175,MasterySection,6467,,,69274,2770,0,3,2933,42088,139819.0,,0,,205,
31999,35112661,281000,78542,53222,93182,1,1,0,1,tutor,algebra,7228,12262,23,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,1,52495,,3,0,,355,355.0
324611,33640873,279730,78496,52033,91357,1,0,2,47694,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,2,2,58635,30009,,40,0,1.0,5,5.0
321986,33650613,279732,78521,50407,89300,1,1,1,25437,tutor,algebra,7212,12262,6,MasterySection,6272,295.0,Area Parallelogram,46174,5056,0,3,25437,30011,,98,0,,58,58.0
12036,31900551,272486,70729,39807,66749,1,1,1,93927,tutor,algebra,5976,11816,234,MasterySection,5976,5.0,Number Line,22763,73,0,4,93927,32885,,4,0,,3,3.0
486791,30264230,272585,79218,38334,61539,0,0,3,8265,tutor,fill_in_1,6022,12438,27,MasterySection,6022,,,23907,76,3,3,23265,30482,,,1,1.0,7,
49981,33761130,279152,79762,33113,51398,1,0,2,37956,tutor,algebra,5948,12437,58,MasterySection,5948,13.0,Median,43007,2770,3,3,78357,30059,,25,0,1.0,5,5.0
157808,26526066,268049,78773,48509,87122,1,1,1,24293,tutor,algebra,8904,12574,22,MasterySection,6917,61.0,Division Fractions,11804,76,0,4,24293,46275,,18,0,,2,2.0
17289,30949809,271979,79073,53594,93565,1,1,1,9159,tutor,algebra,9876,12885,29,MasterySection,9876,9.0,Stem and Leaf Plot,42999,2770,0,3,9159,52588,,63,0,,3,3.0
479883,30693608,272586,79002,57824,108959,0,1,1,18184,tutor,choose_1,6009,12438,28,MasterySection,6009,,,23907,76,0,0,18184,55692,200243.0,,0,,53,
119133,27939365,267522,83206,38048,61096,1,1,1,8594,tutor,algebra,8110,12309,36,MasterySection,6018,47.0,Conversion of Fraction Decimals Percents,35135,1357,0,5,8594,29866,,40,0,,22,22.0
184596,34323072,280036,78569,46492,84700,1,1,1,148497,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,148497,46399,,35.7,0,,219,219.0
214142,22160242,262764,78977,57830,108975,1,0,1,42672,tutor,algebra,6009,12351,39,MasterySection,6009,77.0,Finding Percents,42999,2770,0,0,42781,55692,,0.23,0,,1,1.0
190777,31776011,274949,79740,54543,94868,1,1,1,9937,tutor,fill_in_1,6850,12437,30,MasterySection,6850,70.0,Percent Of,43007,2770,0,3,9937,30907,,41.5,0,,2,2.0
149045,25403058,266596,83322,34018,53263,1,1,1,6000,tutor,algebra,8441,12634,1,MasterySection,5956,51.0,Ordering Integers,54767,5117,0,3,6000,29900,,8,0,,15,15.0
485682,32179048,274349,79068,73575,136088,1,0,2,2438,tutor,fill_in_1,9913,12885,55,MasterySection,9913,,,42999,2770,2,2,17610,73258,,,1,1.0,153,102.0
294188,25642119,266579,72327,51103,90109,1,1,1,13312,tutor,algebra,8003,12309,6,MasterySection,7020,279.0,Multiplication and Division Integers,35135,1357,0,0,13312,29925,,-5,0,,9,9.0
16792,31128427,271989,78991,53511,93482,1,0,2,19557,tutor,algebra,9876,12888,29,MasterySection,9876,9.0,Stem and Leaf Plot,42999,2770,0,3,167362,52573,,36,0,,17,17.0
193264,30941465,272749,87426,40699,71340,1,1,1,29234,tutor,fill_in_1,6057,12902,2,MasterySection,6057,70.0,Percent Of,57462,5307,0,5,29234,30907,,126,0,,3,3.0
106217,38236039,290886,96278,40901,71542,1,1,1,34606,tutor,choose_1,6060,14414,106,MasterySection,6060,46.0,Calculations with Similar Figures,69274,2770,0,3,34606,31089,121335.0,,0,,12,12.0
486328,24723078,266411,79074,40672,71159,0,1,1,6148,tutor,choose_1,6056,12352,111,MasterySection,6056,,,42999,2770,0,2,6148,30484,119777.0,,0,,15,
401753,38140289,290967,96221,32939,51020,1,1,1,10258,tutor,algebra,5945,14414,24,MasterySection,5942,310.0,Order of Operations All,69274,2770,0,0,10258,30078,,29,0,,5,3.0
365739,33667032,279733,78552,52304,91638,1,1,1,110527,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,110527,31687,,7.065,0,,163,163.0
522232,38301968,291334,96276,44373,80205,0,0,1,1180,tutor,algebra,6468,14415,172,MasterySection,6468,,,69274,2770,2,2,8810,42219,,,1,1.0,46,
149166,24312037,266597,83580,39782,66705,1,1,1,3097,tutor,choose_1,8439,12634,2,MasterySection,6041,51.0,Ordering Integers,54767,5117,0,3,3097,29905,106042.0,,0,,11,11.0
455777,25326771,266686,78980,35553,55329,1,0,2,30125,tutor,algebra,5973,12351,85,MasterySection,5973,368.0,Solving for a variable,42999,2770,4,4,41013,30852,,-87,0,1.0,5,5.0
346245,38184293,291411,96274,42892,76334,0,1,1,7828,tutor,choose_1,6272,14415,100,MasterySection,6272,297.0,Area Trapezoid,69274,2770,0,3,7828,31690,128502.0,,0,,7,
510339,32305148,277118,88198,63073,120215,0,0,3,4578,tutor,algebra,8656,13221,2,MasterySection,8656,,,60029,5448,3,3,27369,63037,,-14,0,1.0,32,
296785,36410558,285866,77118,99360,189554,1,1,1,2812,tutor,algebra,11899,14033,6,MasterySection,11899,279.0,Multiplication and Division Integers,48183,139,0,2,2812,31001,,-2,0,,2299,2299.0
353885,33706875,279732,78571,52067,91391,1,1,1,49906,tutor,algebra,7212,12262,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,49906,30010,,36,0,,137,137.0
188861,28245255,270274,78982,31316,46824,1,1,1,13650,tutor,algebra,5913,12351,131,MasterySection,5897,70.0,Percent Of,42999,2770,0,0,13650,30328,,24,0,,7,7.0
191558,24858937,266711,81909,54566,94891,1,0,2,46799,tutor,fill_in_1,7843,12542,35,MasterySection,6850,70.0,Percent Of,52667,2770,0,3,162599,30907,,44.5,0,,5,5.0
479808,33275604,272585,79001,38316,61485,0,0,1,5594,tutor,fill_in_1,6022,12438,27,MasterySection,6022,,,23907,76,3,3,13922,30306,,,1,1.0,40,
129975,30714100,271865,86311,36847,57722,1,1,1,101265,tutor,algebra,10142,12765,2,MasterySection,10142,48.0,Equivalent Fractions,56898,5260,0,0,101265,30397,,900,0,,1,1.0
108458,29044401,271059,77963,47388,85906,1,1,1,24710,tutor,algebra,9583,12438,16,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,23907,76,0,3,24710,29868,,0.2,0,,10,10.0
116985,22457668,264292,81231,47437,85967,1,1,1,25250,tutor,algebra,7762,12432,6,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,49070,5177,0,3,25250,29868,,0.7,0,,9,9.0
446785,27573610,270076,78283,37525,59719,0,0,2,23828,tutor,algebra,9366,12315,34,MasterySection,5974,325.0,Write Linear Equation from Graph,45778,5056,0,4,54209,30987,,3-Jan,0,,8,
517818,38204443,291481,96234,38350,61588,0,0,2,15531,tutor,algebra,6022,14415,45,MasterySection,6022,,,69274,2770,5,5,34515,30482,,2.29,0,1.0,45,
377197,33649554,279733,78523,50897,89811,1,1,1,62981,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,62981,31688,,126,0,,58,58.0
482759,26838538,268022,79031,40691,71296,0,1,1,57269,tutor,algebra,6056,12351,109,MasterySection,6056,,,42999,2770,0,3,57269,30484,,17,0,,80,
220679,30992443,273140,78418,37118,58675,1,1,1,16208,tutor,choose_1,10451,12455,35,MasterySection,5979,79.0,Proportion,49076,5177,0,5,16208,34868,88373.0,,0,,12,12.0
471409,24711034,263369,78813,36518,56905,0,1,1,19640,tutor,choose_1,5923,12340,8,MasterySection,5923,,,11804,76,0,1,19640,30370,84725.0,,0,,7,
9780,38134623,291364,96267,31419,47129,1,0,1,76528,tutor,algebra,5898,14415,149,MasterySection,5898,2.0,Circle Graph,69274,2770,0,0,76548,30038,,116,0,,14,14.0
